Instance,Algo,InitCost,FinalCost
tai12a,G,305056,239332
tai12a,S,306500,247172
tai12a,G,288354,252900
tai12a,S,269918,242634
tai12a,G,290470,245914
tai12a,S,335952,253288
tai12a,G,325162,248226
tai12a,S,306436,239038
tai12a,G,313436,239830
tai12a,S,313778,242412
tai12a,G,327940,245670
tai12a,S,312388,243878
tai12a,G,322642,250880
tai12a,S,322256,241722
tai12a,G,307108,246650
tai12a,S,322376,245162
tai12a,G,298526,237756
tai12a,S,306466,248860
tai12a,G,314854,251418
tai12a,S,311324,250954
tai12a,G,319106,241988
tai12a,S,334770,243990
tai12a,G,325900,257768
tai12a,S,320172,260320
tai12a,G,325620,245886
tai12a,S,318512,242172
tai12a,G,300996,255118
tai12a,S,307780,239158
tai12a,G,313894,242518
tai12a,S,317228,245154
tai12a,G,307648,243118
tai12a,S,311924,247166
tai12a,G,286572,247418
tai12a,S,317862,244890
tai12a,G,336010,233848
tai12a,S,345336,239864
tai12a,G,303190,235704
tai12a,S,298428,258680
tai12a,G,333034,243986
tai12a,S,308982,240210
tai12a,G,295996,253442
tai12a,S,313358,248418
tai12a,G,314844,241738
tai12a,S,344336,229092
tai12a,G,328048,252404
tai12a,S,313882,232164
tai12a,G,296316,252994
tai12a,S,319782,243218
tai12a,G,341886,236436
tai12a,S,285390,254410
tai12a,G,311352,241988
tai12a,S,301628,238398
tai12a,G,325836,241988
tai12a,S,334078,245216
tai12a,G,316358,236768
tai12a,S,312672,243138
tai12a,G,314738,242450
tai12a,S,298350,242622
tai12a,G,304544,249562
tai12a,S,296450,242108
tai12a,G,300662,259272
tai12a,S,286472,246028
tai12a,G,318134,241056
tai12a,S,330448,242450
tai12a,G,299056,243064
tai12a,S,309504,240078
tai12a,G,288734,242146
tai12a,S,304572,239302
tai12a,G,288008,241360
tai12a,S,271428,245682
tai12a,G,303096,244152
tai12a,S,307522,254776
tai12a,G,327128,249414
tai12a,S,310248,261710
tai12a,G,328976,253840
tai12a,S,298288,238372
tai12a,G,299514,249194
tai12a,S,308954,238398
tai12a,G,323906,238192
tai12a,S,310304,243138
tai12a,G,324352,248030
tai12a,S,323182,240604
tai12a,G,331758,251268
tai12a,S,329386,233040
tai12a,G,320628,258334
tai12a,S,331586,255620
tai12a,G,324474,239848
tai12a,S,302390,239302
tai12a,G,350136,247940
tai12a,S,300044,256622
tai12a,G,308072,245590
tai12a,S,313554,240604
tai12a,G,298030,241200
tai12a,S,326400,242214
tai12a,G,312098,263864
tai12a,S,301194,241722
tai12a,G,323782,240850
tai12a,S,298822,230704
tai12a,G,302622,242998
tai12a,S,321370,246404
tai12a,G,341598,235704
tai12a,S,319092,238706
tai12a,G,338420,250440
tai12a,S,293034,238398
tai12a,G,328270,250962
tai12a,S,303218,247470
tai12a,G,307298,237756
tai12a,S,315942,253136
tai12a,G,308478,245670
tai12a,S,311770,230704
tai12a,G,308284,247622
tai12a,S,333528,239302
tai12a,G,307398,245162
tai12a,S,333808,224416
tai12a,G,309126,242998
tai12a,S,345924,243878
tai12a,G,246710,229092
tai12a,S,323404,242348
tai12a,G,295936,248030
tai12a,S,317044,236006
tai12a,G,309784,234188
tai12a,S,323636,257260
tai12a,G,344544,249464
tai12a,S,294576,237804
tai12a,G,336882,240210
tai12a,S,317208,246628
tai12a,G,351148,230704
tai12a,S,310114,244332
tai12a,G,319872,250018
tai12a,S,303950,249428
tai12a,G,295708,242440
tai12a,S,307846,240124
tai12a,G,339548,237756
tai12a,S,314036,238192
tai12a,G,303174,261502
tai12a,S,315444,241504
tai12a,G,320620,243728
tai12a,S,324036,237560
tai12a,G,312864,242344
tai12a,S,281630,242804
tai12a,G,319020,254866
tai12a,S,300958,243218
tai12a,G,329024,250708
tai12a,S,306778,246202
tai12a,G,329472,247842
tai12a,S,322056,244870
tai12a,G,345194,261936
tai12a,S,305384,242778
tai12a,G,321240,251788
tai12a,S,310852,242782
tai12a,G,308274,253318
tai12a,S,268302,242566
tai12a,G,317092,252346
tai12a,S,318068,244382
tai12a,G,336476,247590
tai12a,S,276498,240492
tai12a,G,280208,238902
tai12a,S,291574,244634
tai12a,G,294540,250740
tai12a,S,288558,229092
tai12a,G,331618,249194
tai12a,S,304166,244480
tai12a,G,306988,249918
tai12a,S,326364,242136
tai12a,G,330868,251358
tai12a,S,320666,247168
tai12a,G,330354,238270
tai12a,S,301556,244146
tai12a,G,307932,247172
tai12a,S,301530,252472
tai12a,G,325732,236822
tai12a,S,316376,252856
tai12a,G,314990,238192
tai12a,S,316036,251284
tai12a,G,323626,241910
tai12a,S,295830,249214
tai12a,G,284574,245058
tai12a,S,319670,239856
tai12a,G,276292,241200
tai12a,S,308822,250708
tai12a,G,307780,254192
tai12a,S,316068,239302
tai12a,G,323604,246614
tai12a,S,310830,230704
tai12a,G,326040,244292
tai12a,S,311898,249296
tai12a,G,313206,261972
tai12a,S,332366,242214
tai12a,G,317388,230704
tai12a,S,330694,245390
tai12a,G,322698,237756
tai12a,S,301280,247488
tai12a,G,318128,247272
tai12a,S,324814,243118
tai12a,G,314998,237756
tai12a,S,311140,249070
tai12a,G,297224,249348
tai12a,S,333374,257850
tai12a,G,317336,254328
tai12a,S,321122,240124
tai12a,G,316294,242920
tai12a,S,294646,241016
tai12a,G,292920,251004
tai12a,S,311182,242568
tai12a,G,329934,242052
tai12a,S,348098,241170
tai12a,G,286696,234188
tai12a,S,327504,253714
tai12a,G,298206,238192
tai12a,S,299358,249544
tai12a,G,313622,243924
tai12a,S,320782,254974
tai12a,G,309910,236436
tai12a,S,301884,239038
tai12a,G,283288,245086
tai12a,S,306982,242108
tai12a,G,322066,256576
tai12a,S,320482,253412
tai12a,G,293548,232164
tai12a,S,300150,242214
tai12a,G,324352,245974
tai12a,S,289058,247560
tai12a,G,314300,237200
tai12a,S,290132,243982
tai12a,G,327046,249924
tai12a,S,293112,249296
tai12a,G,308706,241504
tai12a,S,302250,267300
tai12a,G,300586,243118
tai12a,S,304310,247750
tai12a,G,295512,224416
tai12a,S,305342,236768
tai12a,G,330034,253142
tai12a,S,317068,246310
tai12a,G,290760,245638
tai12a,S,319916,248708
tai12a,G,309170,250428
tai12a,S,300942,256908
tai12a,G,296992,256014
tai12a,S,308884,243170
tai12a,G,304756,224416
tai12a,S,335506,245256
tai12a,G,310180,239332
tai12a,S,336774,241056
tai12a,G,323682,236822
tai12a,S,291672,240850
tai12a,G,311614,247472
tai12a,S,315174,250428
tai12a,G,304302,240850
tai12a,S,319192,250462
tai12a,G,312740,246212
tai12a,S,300682,246212
tai12a,G,330402,247890
tai12a,S,323892,234788
tai12a,G,319338,258204
tai12a,S,325138,244904
tai12a,G,327460,243986
tai12a,S,329664,247338
tai12a,G,316026,249194
tai12a,S,322776,242052
tai12a,G,295606,241056
tai12a,S,323814,250722
tai12a,G,305128,234188
tai12a,S,318894,245124
tai12a,G,295782,256000
tai12a,S,306570,250428
tai12a,G,309566,244292
tai12a,S,330404,230704
tai12a,G,322636,224416
tai12a,S,324460,254230
tai12a,G,300912,242782
tai12a,S,317376,245058
tai12a,G,309098,244294
tai12a,S,337384,241696
tai12a,G,312780,239332
tai12a,S,338246,251772
tai12a,G,314652,243868
tai12a,S,301158,224416
tai12a,G,314904,258336
tai12a,S,302542,243838
tai12a,G,298276,236436
tai12a,S,321462,237662
tai12a,G,313714,251632
tai12a,S,325536,239912
tai12a,G,296816,247166
tai12a,S,307532,245462
tai12a,G,318868,258076
tai12a,S,333484,233848
tai12a,G,282706,247174
tai12a,S,310526,247420
tai12a,G,300142,247894
tai12a,S,318176,248424
tai12a,G,315454,245272
tai12a,S,327450,252010
tai12a,G,310370,238634
tai12a,S,303924,241866
tai12a,G,287666,258302
tai12a,S,290322,242172
tai12a,G,332914,248482
tai12a,S,300356,256006
tai12a,G,296740,235704
tai12a,S,308132,251918
tai12a,G,338194,224416
tai12a,S,326696,240732
tai12a,G,327586,251632
tai12a,S,301982,245164
tai12a,G,324058,229092
tai12a,S,282744,252860
tai12a,G,314190,247488
tai12a,S,308284,243388
tai12a,G,312614,243612
tai12a,S,308466,246826
tai12a,G,313258,254276
tai12a,S,314476,259580
tai12a,G,292116,248424
tai12a,S,298654,243096
tai12a,G,344572,261394
tai12a,S,316110,245402
tai12a,G,317926,247308
tai12a,S,299856,245462
tai12a,G,306988,247128
tai12a,S,296310,255034
tai12a,G,324694,244382
tai12a,S,311704,242622
tai12a,G,300496,240604
tai12a,S,289312,247552
tai12a,G,324750,247482
tai12a,S,289394,242440
tai12a,G,298282,255174
tai12a,S,328018,252010
tai12a,G,343138,247322
tai12a,S,308706,243734
tai12a,G,297426,255644
tai12a,S,302036,252860
tai12a,G,321254,234188
tai12a,S,295328,243838
tai12a,G,322268,235704
tai12a,S,319820,230704
tai12a,G,305102,243612
tai12a,S,304556,244672
tai12a,G,309982,248854
tai12a,S,341362,237560
tai12a,G,313626,242440
tai12a,S,296094,224416
tai12a,G,311204,243354
tai12a,S,300354,252492
tai12a,G,285050,236436
tai12a,S,310166,250954
tai12a,G,323090,254634
tai12a,S,301372,242344
tai12a,G,330364,242622
tai12a,S,300842,251772
tai12a,G,304884,258192
tai12a,S,284526,243354
tai12a,G,318318,265012
tai12a,S,304240,246826
tai12a,G,296644,256000
tai12a,S,317014,249918
tai12a,G,301940,248074
tai12a,S,344632,254310
tai12a,G,309364,250392
tai12a,S,311280,247868
tai12a,G,307940,229092
tai12a,S,267286,239848
tai12a,G,312120,238706
tai12a,S,305600,257768
tai12a,G,326456,253784
tai12a,S,301104,239818
tai12a,G,312878,249004
tai12a,S,278158,242390
tai12a,G,307628,251030
tai12a,S,333136,238192
tai12a,G,336644,243516
tai12a,S,304896,240564
tai12a,G,312768,249936
tai12a,S,286590,260694
tai12a,G,293982,239912
tai12a,S,321734,245174
tai12a,G,328414,250788
tai12a,S,331832,267408
tai20a,G,944754,754206
tai20a,S,904856,744272
tai20a,G,898956,763484
tai20a,S,891958,735840
tai20a,G,901676,754396
tai20a,S,886084,740668
tai20a,G,881644,747040
tai20a,S,890640,747434
tai20a,G,891328,736238
tai20a,S,896676,749906
tai20a,G,898022,734614
tai20a,S,909094,747456
tai20a,G,916092,748818
tai20a,S,859606,752502
tai20a,G,913232,745180
tai20a,S,884394,770188
tai20a,G,892758,766248
tai20a,S,864664,727438
tai20a,G,856550,743764
tai20a,S,888620,734206
tai20a,G,878654,760530
tai20a,S,905182,748002
tai20a,G,914902,743328
tai20a,S,875170,743610
tai20a,G,856746,736422
tai20a,S,922834,750346
tai20a,G,911398,755970
tai20a,S,908120,715732
tai20a,G,895804,750246
tai20a,S,953826,739656
tai20a,G,906266,756172
tai20a,S,912230,726350
tai20a,G,878118,726522
tai20a,S,918054,758668
tai20a,G,870142,743632
tai20a,S,871704,745408
tai20a,G,915564,743146
tai20a,S,893100,734280
tai20a,G,878092,734296
tai20a,S,872778,784502
tai20a,G,883228,757328
tai20a,S,899848,744698
tai20a,G,952908,758154
tai20a,S,862962,740248
tai20a,G,850446,750318
tai20a,S,882632,738232
tai20a,G,896978,756200
tai20a,S,886816,735462
tai20a,G,931046,730518
tai20a,S,887352,734694
tai20a,G,940020,733292
tai20a,S,879740,763882
tai20a,G,872084,753538
tai20a,S,887834,734534
tai20a,G,883662,713836
tai20a,S,901298,738330
tai20a,G,907596,731722
tai20a,S,934700,740134
tai20a,G,845032,737026
tai20a,S,897290,751308
tai20a,G,871646,761942
tai20a,S,917032,736394
tai20a,G,899278,750762
tai20a,S,896200,769306
tai20a,G,894052,757280
tai20a,S,894588,743114
tai20a,G,901672,729230
tai20a,S,884106,759716
tai20a,G,863002,759108
tai20a,S,868120,726070
tai20a,G,846488,758714
tai20a,S,910966,751620
tai20a,G,902204,747292
tai20a,S,904532,727674
tai20a,G,908868,744990
tai20a,S,897148,744822
tai20a,G,923266,738548
tai20a,S,898934,760382
tai20a,G,904832,749350
tai20a,S,884394,751030
tai20a,G,866564,743570
tai20a,S,899330,757724
tai20a,G,908254,740340
tai20a,S,917542,756288
tai20a,G,897518,733144
tai20a,S,894566,741176
tai20a,G,884070,759408
tai20a,S,891778,735892
tai20a,G,880146,748974
tai20a,S,916692,766424
tai20a,G,902880,752802
tai20a,S,881850,746392
tai20a,G,908920,757608
tai20a,S,918672,750298
tai20a,G,952524,744970
tai20a,S,880418,750138
tai20a,G,882618,736700
tai20a,S,886636,748826
tai20a,G,907970,764940
tai20a,S,934830,748926
tai20a,G,926232,747242
tai20a,S,891782,714928
tai20a,G,917592,741606
tai20a,S,880240,732676
tai20a,G,905010,741614
tai20a,S,901390,769342
tai20a,G,899058,738722
tai20a,S,862578,729894
tai20a,G,858646,732656
tai20a,S,918782,737782
tai20a,G,919270,744980
tai20a,S,870282,740984
tai20a,G,876328,738578
tai20a,S,879980,746898
tai20a,G,931380,747310
tai20a,S,917266,756778
tai20a,G,895598,748226
tai20a,S,901826,727654
tai20a,G,887902,740558
tai20a,S,864514,753480
tai20a,G,894352,751162
tai20a,S,924480,733366
tai20a,G,872208,726762
tai20a,S,928102,752620
tai20a,G,878340,749438
tai20a,S,888764,770068
tai20a,G,898556,742922
tai20a,S,889518,749858
tai20a,G,883910,732628
tai20a,S,955486,735572
tai20a,G,867274,733454
tai20a,S,891840,746036
tai20a,G,876094,752630
tai20a,S,934046,740164
tai20a,G,923916,754570
tai20a,S,877858,739638
tai20a,G,916032,749494
tai20a,S,876208,745368
tai20a,G,858862,740516
tai20a,S,855638,745812
tai20a,G,836652,744230
tai20a,S,927674,743130
tai20a,G,894504,735806
tai20a,S,857800,724660
tai20a,G,887888,735700
tai20a,S,866912,745178
tai20a,G,941316,747188
tai20a,S,907824,748580
tai20a,G,906752,744952
tai20a,S,917966,759266
tai20a,G,890380,756902
tai20a,S,896894,727040
tai20a,G,931620,745800
tai20a,S,877938,759868
tai20a,G,851294,753026
tai20a,S,921712,747920
tai20a,G,888808,748972
tai20a,S,855958,750500
tai20a,G,922864,754334
tai20a,S,885680,736140
tai20a,G,876018,750984
tai20a,S,914436,741948
tai20a,G,918654,738518
tai20a,S,916854,733822
tai20a,G,886574,750168
tai20a,S,907372,774902
tai20a,G,836708,761792
tai20a,S,860240,741426
tai20a,G,891308,752876
tai20a,S,913134,731912
tai20a,G,883636,762096
tai20a,S,891706,743020
tai20a,G,882858,756112
tai20a,S,906002,749338
tai20a,G,902060,736886
tai20a,S,925930,749160
tai20a,G,885976,764016
tai20a,S,915132,744042
tai20a,G,910270,740286
tai20a,S,909782,757928
tai20a,G,913018,766210
tai20a,S,856436,754876
tai20a,G,852044,762718
tai20a,S,911502,722792
tai20a,G,912232,743306
tai20a,S,889682,750354
tai20a,G,880516,757090
tai20a,S,900104,748940
tai20a,G,904402,754174
tai20a,S,887106,728672
tai20a,G,867642,766712
tai20a,S,893150,725752
tai20a,G,959344,731956
tai20a,S,879588,764794
tai20a,G,880536,732332
tai20a,S,883736,761884
tai20a,G,893924,742906
tai20a,S,886362,751968
tai20a,G,894480,744144
tai20a,S,887612,743332
tai20a,G,908288,751144
tai20a,S,936804,732362
tai20a,G,930210,748032
tai20a,S,878664,741868
tai20a,G,884754,741168
tai20a,S,914002,750524
tai20a,G,887164,742728
tai20a,S,948514,748760
tai20a,G,889364,735036
tai20a,S,914088,755284
tai20a,G,977872,764812
tai20a,S,921104,735636
tai20a,G,860082,757846
tai20a,S,913006,746046
tai20a,G,859240,758286
tai20a,S,886338,752992
tai20a,G,885026,731446
tai20a,S,861474,753900
tai20a,G,894206,736450
tai20a,S,882756,766240
tai20a,G,896660,745650
tai20a,S,934188,748646
tai20a,G,879732,758542
tai20a,S,884636,751444
tai20a,G,872970,744808
tai20a,S,894498,747004
tai20a,G,909474,753912
tai20a,S,897510,722104
tai20a,G,892924,766566
tai20a,S,868504,752322
tai20a,G,898360,742496
tai20a,S,889858,748150
tai20a,G,860808,757796
tai20a,S,917094,754440
tai20a,G,867928,736236
tai20a,S,891244,737466
tai20a,G,909404,756868
tai20a,S,899574,768682
tai20a,G,850612,731988
tai20a,S,885922,760596
tai20a,G,865312,741522
tai20a,S,911044,739258
tai20a,G,891394,737150
tai20a,S,910074,748742
tai20a,G,944666,736464
tai20a,S,891072,760340
tai20a,G,922016,753700
tai20a,S,952828,762196
tai20a,G,885032,751088
tai20a,S,885748,747218
tai20a,G,895328,740090
tai20a,S,880698,759820
tai20a,G,924150,750900
tai20a,S,888410,741308
tai20a,G,921210,745924
tai20a,S,914812,732226
tai20a,G,920914,754838
tai20a,S,899194,741598
tai20a,G,908194,736788
tai20a,S,891282,751664
tai20a,G,883870,747574
tai20a,S,900942,747020
tai20a,G,926234,766234
tai20a,S,871830,752150
tai20a,G,930116,771136
tai20a,S,915496,734584
tai20a,G,904956,730526
tai20a,S,896246,756204
tai20a,G,885382,755586
tai20a,S,864594,748752
tai20a,G,912234,740016
tai20a,S,894760,728742
tai20a,G,911430,725422
tai20a,S,899250,751424
tai20a,G,888398,751578
tai20a,S,906248,741710
tai20a,G,921898,748126
tai20a,S,905966,763080
tai20a,G,880590,747330
tai20a,S,886700,769828
tai20a,G,907738,728026
tai20a,S,927728,742312
tai20a,G,889618,728582
tai20a,S,888462,742042
tai20a,G,886270,757038
tai20a,S,868820,749042
tai20a,G,910938,727742
tai20a,S,888146,752936
tai20a,G,912888,757232
tai20a,S,914678,749756
tai20a,G,888536,769556
tai20a,S,911954,744902
tai20a,G,886636,747434
tai20a,S,917920,746170
tai20a,G,888930,749350
tai20a,S,885346,742118
tai20a,G,866098,733470
tai20a,S,929820,772510
tai20a,G,879334,736378
tai20a,S,897706,750838
tai20a,G,895372,757258
tai20a,S,917330,719292
tai20a,G,858098,758788
tai20a,S,945832,747166
tai20a,G,885322,747068
tai20a,S,900876,749558
tai20a,G,891608,759130
tai20a,S,885136,732592
tai20a,G,925766,739888
tai20a,S,897492,754482
tai20a,G,900566,743208
tai20a,S,922886,730258
tai20a,G,915714,757102
tai20a,S,860022,765246
tai20a,G,953172,729304
tai20a,S,873750,741898
tai20a,G,894708,734830
tai20a,S,897620,737760
tai20a,G,927468,738880
tai20a,S,894050,738162
tai20a,G,854912,764416
tai20a,S,901824,748964
tai20a,G,891860,775058
tai20a,S,900788,741470
tai20a,G,887956,746852
tai20a,S,881952,760672
tai20a,G,862302,755382
tai20a,S,857288,739898
tai20a,G,906364,749536
tai20a,S,888490,735030
tai20a,G,920980,744512
tai20a,S,876262,747164
tai20a,G,900352,725632
tai20a,S,931500,737346
tai20a,G,875296,726570
tai20a,S,888752,750182
tai20a,G,911028,737250
tai20a,S,865814,740408
tai20a,G,907258,733554
tai20a,S,893392,756348
tai20a,G,921632,735508
tai20a,S,882676,745842
tai20a,G,892906,750490
tai20a,S,910158,754444
tai20a,G,899660,761474
tai20a,S,913240,719510
tai20a,G,919594,746382
tai20a,S,917560,745412
tai20a,G,938142,739238
tai20a,S,869226,753326
tai20a,G,899706,754884
tai20a,S,898158,763850
tai20a,G,895828,737158
tai20a,S,878910,732226
tai20a,G,905154,745968
tai20a,S,874414,759040
tai20a,G,846386,770298
tai20a,S,872378,748512
tai20a,G,887496,727124
tai20a,S,877474,746794
tai20a,G,949034,730000
tai20a,S,898106,731132
tai20a,G,922238,734226
tai20a,S,875470,761122
tai20a,G,904098,737684
tai20a,S,866466,770466
tai20a,G,898986,755382
tai20a,S,908134,745850
tai20a,G,838782,746162
tai20a,S,873508,743204
tai20a,G,910100,751002
tai20a,S,873426,747132
tai20a,G,914292,744958
tai20a,S,849500,741450
tai20a,G,902624,750838
tai20a,S,884082,740654
tai20a,G,864030,750590
tai20a,S,890240,757480
tai20a,G,886876,750980
tai20a,S,923464,761306
tai20a,G,900864,764922
tai20a,S,909078,748866
tai20a,G,916246,729362
tai20a,S,899428,750776
tai20a,G,864326,772552
tai20a,S,873320,749478
tai20a,G,896600,760280
tai20a,S,877736,758358
tai20a,G,875636,765964
tai20a,S,886174,757384
tai20a,G,911106,731234
tai20a,S,893444,750952
tai20a,G,888988,738604
tai20a,S,889106,755698
tai20a,G,888242,749842
tai20a,S,888210,725786
tai20a,G,897868,759898
tai20a,S,866710,744302
tai20a,G,886914,728948
tai20a,S,874590,725406
tai20a,G,865716,734578
tai20a,S,917668,731122
tai20a,G,933706,751482
tai20a,S,923694,752730
tai20a,G,853210,778968
tai20a,S,889438,758700
tai20a,G,890982,765466
tai20a,S,879614,744800
tai20a,G,912318,749830
tai20a,S,918758,761696
tai20a,G,917322,729814
tai20a,S,899100,727738
tai20a,G,905412,737926
tai20a,S,912228,739866
tai20a,G,899202,749742
tai20a,S,918854,749986
tai20a,G,926796,750684
tai20a,S,899020,746192
tai20a,G,935950,740806
tai20a,S,874160,742012
tai20a,G,901212,775140
tai20a,S,914742,751060
tai20a,G,908458,752672
tai20a,S,889190,755828
tai20a,G,855776,762370
tai20a,S,915642,753076
tai20a,G,901080,749778
tai20a,S,892742,728142
tai20a,G,883878,755658
tai20a,S,895466,757514
tai20a,G,890028,741140
tai20a,S,908074,733924
tai20a,G,929914,744118
tai20a,S,902018,759444
tai20a,G,849192,736220
tai20a,S,866420,730474
tai20a,G,920244,731764
tai20a,S,928652,763606
tai20a,G,915036,765456
tai20a,S,896742,737566
tai20a,G,931864,746218
tai20a,S,892334,761108
tai20a,G,923252,757564
tai20a,S,908220,743400
tai20a,G,855078,733966
tai20a,S,905000,740498
tai20a,G,892156,741984
tai20a,S,870774,735554
tai20a,G,891086,739842
tai20a,S,877422,742258
tai20a,G,877652,733294
tai20a,S,873954,747356
tai20a,G,876246,736706
tai20a,S,861756,742820
tai20a,G,917424,739486
tai20a,S,903142,747912
tai20a,G,892314,731966
tai20a,S,867250,741856
tai20a,G,887486,753248
tai20a,S,866214,748978
tai20a,G,903938,743272
tai20a,S,894596,744036
tai20a,G,890616,751794
tai20a,S,843264,722980
tai20a,G,874800,745908
tai20a,S,911154,731786
tai20a,G,911076,755182
tai20a,S,918440,735276
tai20a,G,891924,734880
tai20a,S,905776,740376
tai20a,G,922712,753910
tai20a,S,881286,747524
tai20a,G,899918,725968
tai20a,S,914034,746354
tai20a,G,853556,751774
tai20a,S,915414,743064
tai20a,G,875510,766488
tai20a,S,910582,746046
tai20a,G,904332,752482
tai20a,S,875942,740278
tai20a,G,904766,761402
tai20a,S,895926,737836
tai20a,G,915084,750814
tai20a,S,894166,744562
tai20a,G,892570,751146
tai20a,S,877818,743972
tai20a,G,868624,780806
tai20a,S,892844,742936
tai20a,G,888364,743862
tai20a,S,883502,751590
tai20a,G,910440,740912
tai20a,S,857178,741584
tai20a,G,902060,748390
tai20a,S,907044,742946
tai20a,G,899864,753234
tai20a,S,874998,757248
tai20a,G,916460,745326
tai20a,S,904860,743782
tai20a,G,915786,738486
tai20a,S,902876,735756
tai20a,G,859104,749346
tai20a,S,898278,755040
tai20a,G,878092,753210
tai20a,S,900194,751558
tai20a,G,903000,728268
tai20a,S,891088,759756
tai20a,G,931084,741220
tai20a,S,860844,753932
tai20a,G,901710,725734
tai20a,S,870064,742090
tai20a,G,900708,756586
tai20a,S,962764,731850
tai20a,G,890058,756534
tai20a,S,927112,739496
tai20a,G,934476,743948
tai20a,S,907036,747072
tai20a,G,901352,727444
tai20a,S,916610,735276
tai20a,G,893722,740388
tai20a,S,886316,762470
tai20a,G,942228,746434
tai20a,S,884234,728708
tai20a,G,904068,750460
tai20a,S,883950,744176
tai20a,G,913724,747854
tai20a,S,884954,741008
tai20a,G,872202,752092
tai20a,S,899388,764188
tai20a,G,912614,748454
tai20a,S,929350,733752
tai20a,G,953948,743154
tai20a,S,874774,759062
tai20a,G,875864,741972
tai20a,S,923070,755714
tai20a,G,929286,726932
tai20a,S,883262,743260
tai20a,G,865926,728312
tai20a,S,877096,766320
tai20a,G,872872,732670
tai20a,S,910500,748050
tai20a,G,902474,734182
tai20a,S,874310,725420
tai20a,G,900346,726368
tai20a,S,868278,739330
tai20a,G,881606,748602
tai20a,S,953734,756456
tai20a,G,869078,752834
tai20a,S,943830,755284
tai20a,G,907562,744190
tai20a,S,904346,743838
tai20a,G,932390,739920
tai20a,S,880036,738766
tai20a,G,878390,745528
tai20a,S,903752,759032
tai20a,G,850522,763880
tai20a,S,901394,731976
tai20a,G,906056,728614
tai20a,S,913038,732508
tai20a,G,898396,727084
tai20a,S,911202,746780
tai20a,G,877890,732526
tai20a,S,893280,744498
tai20a,G,907604,747982
tai20a,S,887074,766310
tai20a,G,900258,734374
tai20a,S,887294,756350
tai20a,G,850402,738378
tai20a,S,942880,736526
tai20a,G,921014,758362
tai20a,S,896182,752078
tai20a,G,914430,735584
tai20a,S,886308,755820
tai20a,G,890648,745746
tai20a,S,887192,749768
tai20a,G,896444,743206
tai20a,S,905360,739324
tai20a,G,903860,756916
tai20a,S,883054,734014
tai20a,G,908670,740352
tai20a,S,909934,767794
tai20a,G,912808,722986
tai20a,S,908038,756854
tai20a,G,899234,752986
tai20a,S,895132,764082
tai20a,G,889380,747208
tai20a,S,918064,733074
tai20a,G,897334,720258
tai20a,S,905788,745022
tai20a,G,922388,732084
tai20a,S,925898,757762
tai20a,G,886386,743278
tai20a,S,873726,742768
tai20a,G,897038,760366
tai20a,S,848442,734862
tai20a,G,928122,742222
tai20a,S,895212,729806
tai20a,G,874788,749716
tai20a,S,926898,746370
tai20a,G,894514,753334
tai20a,S,858884,742276
tai20a,G,877690,734960
tai20a,S,872684,731204
tai20a,G,894694,745548
tai20a,S,864338,708584
tai20a,G,929566,737618
tai20a,S,869942,740824
tai20a,G,876638,751130
tai20a,S,922992,734254
tai20a,G,870202,764564
tai20a,S,917584,749602
tai20a,G,886368,741328
tai20a,S,922586,745396
tai20a,G,870476,743982
tai20a,S,909864,758872
tai20a,G,874436,742668
tai20a,S,900740,724504
tai20a,G,877474,745606
tai20a,S,879278,731718
tai20a,G,922000,762810
tai20a,S,907718,751618
tai20a,G,923386,744718
tai20a,S,858368,757650
tai20a,G,883440,749208
tai20a,S,889600,755406
tai20a,G,890956,744982
tai20a,S,924260,725176
tai20a,G,898520,752298
tai20a,S,852764,764328
tai20a,G,873146,755920
tai20a,S,956560,750680
tai20a,G,874316,735306
tai20a,S,916404,737990
tai20a,G,893582,740468
tai20a,S,904216,762682
tai20a,G,864788,738602
tai20a,S,853444,742404
tai20a,G,896160,758966
tai20a,S,928934,760208
tai20a,G,897944,765904
tai20a,S,869586,743820
tai20a,G,902328,759010
tai20a,S,953610,733054
tai20a,G,921240,743506
tai20a,S,897710,754876
tai20a,G,891072,763608
tai20a,S,903080,751848
tai20a,G,935300,733492
tai20a,S,865198,755120
tai20a,G,926418,768876
tai20a,S,902946,746124
tai20a,G,912212,749128
tai20a,S,906320,745414
tai20a,G,888800,732970
tai20a,S,946906,751546
tai20a,G,912980,755498
tai20a,S,928652,739436
tai20a,G,890640,760552
tai20a,S,879352,767190
tai20a,G,923636,747820
tai20a,S,903272,764682
tai20a,G,891980,737608
tai20a,S,901696,768942
tai20a,G,924396,733172
tai20a,S,925824,754142
tai20a,G,885598,750720
tai20a,S,861444,760428
tai20a,G,928588,740788
tai20a,S,913274,744464
tai20a,G,852594,748842
tai20a,S,948012,745940
tai20a,G,906930,749320
tai20a,S,922590,739448
tai20a,G,898812,720654
tai20a,S,882078,732940
tai20a,G,886358,750308
tai20a,S,904586,750574
tai20a,G,902694,740956
tai20a,S,900802,741002
tai20a,G,913182,739614
tai20a,S,899724,744632
tai20a,G,939194,742364
tai20a,S,887814,752928
tai20a,G,898486,738902
tai20a,S,874122,738972
tai20a,G,923874,755958
tai20a,S,903598,758646
tai20a,G,898342,742420
tai20a,S,903530,747758
tai20a,G,941214,757900
tai20a,S,865344,749932
tai20a,G,861946,745480
tai20a,S,912170,733624
tai20a,G,884414,750008
tai20a,S,916308,766310
tai20a,G,902312,762742
