Instance,Algo,InitCost,FinalCost
nug12,G,792,610
nug12,S,848,620
nug12,G,878,600
nug12,S,860,620
nug12,G,764,642
nug12,S,834,604
nug12,G,856,620
nug12,S,762,604
nug12,G,768,624
nug12,S,760,614
nug12,G,788,602
nug12,S,860,600
nug12,G,796,634
nug12,S,792,586
nug12,G,816,600
nug12,S,880,602
nug12,G,788,610
nug12,S,774,628
nug12,G,816,592
nug12,S,878,592
nug12,G,866,590
nug12,S,772,590
nug12,G,786,618
nug12,S,742,632
nug12,G,794,596
nug12,S,942,618
nug12,G,932,630
nug12,S,834,608
nug12,G,720,624
nug12,S,836,604
nug12,G,840,634
nug12,S,782,608
nug12,G,810,628
nug12,S,806,586
nug12,G,876,614
nug12,S,848,618
nug12,G,772,634
nug12,S,792,590
nug12,G,812,602
nug12,S,758,600
nug12,G,758,608
nug12,S,798,600
nug12,G,828,602
nug12,S,842,604
nug12,G,848,634
nug12,S,876,610
nug12,G,774,610
nug12,S,808,586
nug12,G,890,634
nug12,S,870,602
nug12,G,902,626
nug12,S,832,628
nug12,G,784,602
nug12,S,822,592
nug12,G,888,586
nug12,S,760,586
nug12,G,738,590
nug12,S,820,590
nug12,G,832,610
nug12,S,846,600
nug12,G,814,636
nug12,S,848,606
nug12,G,772,582
nug12,S,788,610
nug12,G,816,630
nug12,S,880,624
nug12,G,758,586
nug12,S,736,630
nug12,G,732,612
nug12,S,720,582
nug12,G,794,604
nug12,S,702,606
nug12,G,766,618
nug12,S,862,604
nug12,G,850,600
nug12,S,728,602
nug12,G,808,636
nug12,S,944,586
nug12,G,822,624
nug12,S,824,602
nug12,G,874,614
nug12,S,852,624
nug12,G,826,630
nug12,S,880,600
nug12,G,854,600
nug12,S,770,600
nug12,G,860,604
nug12,S,864,620
nug12,G,776,596
nug12,S,794,590
nug15,G,1536,1184
nug15,S,1428,1188
nug15,G,1530,1184
nug15,S,1682,1224
nug15,G,1550,1162
nug15,S,1544,1196
nug15,G,1548,1170
nug15,S,1594,1208
nug15,G,1722,1208
nug15,S,1652,1176
nug15,G,1602,1186
nug15,S,1608,1166
nug15,G,1594,1166
nug15,S,1628,1240
nug15,G,1572,1166
nug15,S,1654,1222
nug15,G,1584,1188
nug15,S,1496,1214
nug15,G,1642,1208
nug15,S,1512,1180
nug15,G,1620,1204
nug15,S,1568,1192
nug15,G,1636,1226
nug15,S,1516,1166
nug15,G,1650,1232
nug15,S,1536,1264
nug15,G,1698,1218
nug15,S,1568,1184
nug15,G,1478,1186
nug15,S,1628,1182
nug15,G,1576,1208
nug15,S,1764,1210
nug15,G,1554,1292
nug15,S,1702,1184
nug15,G,1434,1186
nug15,S,1676,1182
nug15,G,1558,1170
nug15,S,1548,1198
nug15,G,1628,1192
nug15,S,1486,1192
nug15,G,1500,1262
nug15,S,1590,1198
nug15,G,1544,1168
nug15,S,1556,1212
nug15,G,1584,1240
nug15,S,1612,1196
nug15,G,1668,1216
nug15,S,1486,1200
nug15,G,1686,1192
nug15,S,1524,1182
nug15,G,1436,1244
nug15,S,1562,1172
nug15,G,1760,1174
nug15,S,1474,1244
nug15,G,1528,1312
nug15,S,1630,1212
nug15,G,1622,1178
nug15,S,1476,1190
nug15,G,1556,1150
nug15,S,1698,1194
nug15,G,1534,1184
nug15,S,1538,1162
nug15,G,1736,1226
nug15,S,1524,1188
nug15,G,1726,1192
nug15,S,1692,1192
nug15,G,1578,1184
nug15,S,1602,1226
nug15,G,1566,1198
nug15,S,1656,1170
nug15,G,1526,1196
nug15,S,1688,1198
nug15,G,1534,1186
nug15,S,1502,1232
nug15,G,1584,1194
nug15,S,1600,1186
nug15,G,1706,1196
nug15,S,1564,1212
nug15,G,1556,1222
nug15,S,1580,1214
nug15,G,1388,1216
nug15,S,1658,1220
nug15,G,1606,1248
nug15,S,1570,1200
nug15,G,1510,1184
nug15,S,1550,1258
nug15,G,1672,1150
nug15,S,1620,1216
nug15,G,1656,1174
nug15,S,1688,1218
nug15,G,1560,1312
nug15,S,1594,1152
nug15,G,1590,1182
nug15,S,1642,1234
nug15,G,1628,1280
nug15,S,1590,1200
nug15,G,1524,1212
nug15,S,1488,1188
nug15,G,1604,1182
nug15,S,1678,1168
nug15,G,1624,1234
nug15,S,1518,1258
nug15,G,1636,1188
nug15,S,1596,1200
nug15,G,1652,1176
nug15,S,1544,1186
nug15,G,1504,1196
nug15,S,1604,1226
nug15,G,1622,1180
nug15,S,1606,1182
nug15,G,1504,1174
nug15,S,1642,1208
nug15,G,1608,1182
nug15,S,1522,1192
nug15,G,1582,1216
nug15,S,1558,1272
nug15,G,1580,1192
nug15,S,1580,1188
nug15,G,1662,1232
nug15,S,1628,1180
nug15,G,1612,1184
nug15,S,1526,1170
nug15,G,1564,1190
nug15,S,1696,1212
nug15,G,1686,1226
nug15,S,1404,1198
nug15,G,1556,1150
nug15,S,1600,1174
nug15,G,1548,1174
nug15,S,1584,1176
nug15,G,1608,1198
nug15,S,1508,1228
nug15,G,1522,1168
nug15,S,1648,1216
nug15,G,1598,1150
nug15,S,1622,1216
nug15,G,1630,1182
nug15,S,1614,1280
nug15,G,1638,1204
nug15,S,1570,1192
nug15,G,1458,1182
nug15,S,1542,1230
nug15,G,1554,1178
nug15,S,1496,1248
nug15,G,1616,1232
nug15,S,1626,1160
nug15,G,1612,1192
nug15,S,1660,1208
nug15,G,1564,1230
nug15,S,1652,1250
nug15,G,1526,1190
nug15,S,1620,1150
nug15,G,1558,1190
nug15,S,1370,1166
nug15,G,1644,1216
nug15,S,1494,1240
nug15,G,1612,1190
nug15,S,1732,1244
nug15,G,1738,1182
nug15,S,1708,1256
nug15,G,1654,1150
nug15,S,1768,1192
nug15,G,1602,1214
nug15,S,1764,1212
nug15,G,1566,1270
nug15,S,1618,1156
nug15,G,1540,1162
nug15,S,1656,1218
nug15,G,1530,1184
nug15,S,1614,1192
nug15,G,1618,1208
nug15,S,1506,1200
nug15,G,1590,1182
nug15,S,1588,1220
nug15,G,1398,1182
nug15,S,1590,1160
nug15,G,1500,1242
nug15,S,1684,1166
nug15,G,1616,1150
nug15,S,1514,1208
nug15,G,1498,1192
nug15,S,1546,1190
nug15,G,1618,1218
nug15,S,1576,1244
nug15,G,1536,1182
nug15,S,1690,1240
nug15,G,1554,1190
nug15,S,1546,1204
nug15,G,1558,1254
nug15,S,1524,1248
nug15,G,1572,1186
nug15,S,1576,1192
nug15,G,1530,1234
nug15,S,1590,1190
nug15,G,1590,1238
nug15,S,1512,1200
nug15,G,1618,1214
nug15,S,1662,1212
nug15,G,1576,1152
nug15,S,1688,1186
nug15,G,1606,1174
nug15,S,1570,1162
nug15,G,1552,1226
nug15,S,1568,1176
nug15,G,1504,1198
nug15,S,1558,1168
nug15,G,1564,1182
nug15,S,1532,1220
nug15,G,1604,1222
nug15,S,1780,1174
nug15,G,1626,1198
nug15,S,1654,1228
nug15,G,1582,1192
nug15,S,1604,1192
nug15,G,1556,1150
nug15,S,1648,1186
nug15,G,1532,1190
nug15,S,1634,1212
nug15,G,1610,1264
nug15,S,1626,1164
nug15,G,1430,1206
nug15,S,1538,1234
nug15,G,1626,1170
nug15,S,1580,1248
nug15,G,1706,1196
nug15,S,1584,1214
nug15,G,1552,1266
nug15,S,1458,1220
nug15,G,1568,1188
nug15,S,1584,1166
nug15,G,1628,1222
nug15,S,1492,1196
nug15,G,1640,1168
nug15,S,1812,1208
nug15,G,1674,1188
nug15,S,1574,1214
nug15,G,1620,1186
nug15,S,1514,1246
nug15,G,1552,1174
nug15,S,1618,1232
nug15,G,1540,1226
nug15,S,1604,1176
nug15,G,1488,1214
nug15,S,1412,1160
nug15,G,1614,1188
nug15,S,1724,1226
nug15,G,1720,1214
nug15,S,1744,1152
nug15,G,1706,1196
nug15,S,1586,1176
nug15,G,1462,1232
nug15,S,1736,1278
nug15,G,1588,1186
nug15,S,1488,1262
nug15,G,1640,1186
nug15,S,1570,1272
nug15,G,1592,1182
nug15,S,1570,1196
nug15,G,1722,1150
nug15,S,1616,1210
nug15,G,1512,1246
nug15,S,1750,1194
nug15,G,1608,1206
nug15,S,1586,1212
nug15,G,1632,1202
nug15,S,1620,1174
nug15,G,1546,1276
nug15,S,1658,1242
nug15,G,1574,1164
nug15,S,1412,1180
nug15,G,1516,1150
nug15,S,1726,1168
nug15,G,1452,1210
nug15,S,1440,1184
nug15,G,1536,1202
nug15,S,1518,1190
nug15,G,1616,1182
nug15,S,1660,1222
nug15,G,1590,1186
nug15,S,1466,1190
nug15,G,1752,1162
nug15,S,1636,1226
nug15,G,1610,1238
nug15,S,1584,1208
nug15,G,1544,1240
nug15,S,1442,1218
nug15,G,1590,1182
nug15,S,1578,1192
nug15,G,1544,1200
nug15,S,1492,1182
nug15,G,1730,1240
nug15,S,1618,1216
nug15,G,1614,1194
nug15,S,1580,1224
nug15,G,1600,1162
nug15,S,1584,1172
nug15,G,1648,1186
nug15,S,1534,1176
nug15,G,1630,1210
nug15,S,1628,1194
nug15,G,1716,1186
nug15,S,1482,1200
nug15,G,1514,1208
nug15,S,1624,1166
nug15,G,1648,1222
nug15,S,1542,1230
nug15,G,1664,1196
nug15,S,1552,1326
nug15,G,1562,1212
nug15,S,1580,1206
nug15,G,1718,1186
nug15,S,1524,1198
nug15,G,1612,1210
nug15,S,1572,1192
nug15,G,1510,1266
nug15,S,1478,1220
nug15,G,1570,1176
nug15,S,1642,1208
nug15,G,1660,1218
nug15,S,1622,1174
nug15,G,1526,1188
nug15,S,1632,1188
nug15,G,1538,1188
nug15,S,1562,1150
nug15,G,1704,1218
nug15,S,1692,1250
nug15,G,1680,1224
nug15,S,1680,1234
nug15,G,1696,1176
nug15,S,1536,1248
nug15,G,1542,1188
nug15,S,1654,1248
nug15,G,1630,1174
nug15,S,1690,1160
nug15,G,1644,1182
nug15,S,1608,1202
nug15,G,1628,1278
nug15,S,1614,1168
nug15,G,1624,1160
nug15,S,1598,1192
nug15,G,1566,1208
nug15,S,1630,1186
nug15,G,1656,1198
nug15,S,1660,1174
nug15,G,1656,1188
nug15,S,1512,1170
nug15,G,1620,1232
nug15,S,1610,1166
nug15,G,1552,1222
nug15,S,1622,1190
nug15,G,1576,1150
nug15,S,1542,1236
nug15,G,1642,1216
nug15,S,1518,1192
nug15,G,1678,1224
nug15,S,1634,1254
nug15,G,1588,1184
nug15,S,1642,1216
nug15,G,1644,1188
nug15,S,1554,1252
nug15,G,1576,1180
nug15,S,1480,1170
nug15,G,1520,1156
nug15,S,1560,1218
nug15,G,1658,1178
nug15,S,1588,1200
nug15,G,1450,1202
nug15,S,1704,1184
nug15,G,1458,1254
nug15,S,1516,1266
nug15,G,1638,1182
nug15,S,1556,1202
nug15,G,1502,1178
nug15,S,1592,1174
nug15,G,1560,1264
nug15,S,1542,1232
nug15,G,1434,1190
nug15,S,1592,1208
nug15,G,1816,1184
nug15,S,1482,1224
nug15,G,1562,1204
nug15,S,1612,1162
nug15,G,1510,1166
nug15,S,1582,1168
nug15,G,1572,1174
nug15,S,1622,1178
nug15,G,1514,1186
nug15,S,1572,1170
nug15,G,1556,1162
nug15,S,1596,1198
nug15,G,1630,1162
nug15,S,1440,1240
nug15,G,1596,1212
nug15,S,1494,1168
nug15,G,1660,1206
nug15,S,1506,1188
nug15,G,1592,1192
nug15,S,1640,1184
nug15,G,1520,1214
nug15,S,1544,1232
nug15,G,1710,1232
nug15,S,1706,1218
nug15,G,1650,1278
nug15,S,1442,1208
nug15,G,1396,1218
nug15,S,1590,1224
nug15,G,1614,1208
nug15,S,1500,1162
nug15,G,1560,1212
nug15,S,1602,1176
nug15,G,1644,1186
nug15,S,1486,1194
nug15,G,1512,1266
nug15,S,1668,1162
nug15,G,1524,1190
nug15,S,1614,1250
nug15,G,1478,1174
nug15,S,1544,1186
nug15,G,1650,1168
nug15,S,1442,1184
nug15,G,1448,1216
nug15,S,1666,1242
nug15,G,1752,1202
nug15,S,1546,1192
nug15,G,1568,1194
nug15,S,1550,1222
nug15,G,1588,1182
nug15,S,1560,1200
nug15,G,1704,1204
nug15,S,1548,1204
nug15,G,1544,1180
nug15,S,1634,1216
nug15,G,1624,1186
nug15,S,1456,1166
nug15,G,1624,1166
nug15,S,1648,1208
nug15,G,1556,1196
nug15,S,1692,1218
nug15,G,1590,1210
nug15,S,1630,1166
nug15,G,1598,1204
nug15,S,1614,1176
nug15,G,1660,1184
nug15,S,1670,1196
nug15,G,1528,1182
nug15,S,1570,1186
nug15,G,1776,1180
nug15,S,1642,1220
nug15,G,1654,1178
nug15,S,1530,1194
nug15,G,1480,1210
nug15,S,1580,1196
nug15,G,1622,1182
nug15,S,1518,1176
nug15,G,1520,1190
nug15,S,1582,1228
nug15,G,1578,1232
nug15,S,1628,1210
nug15,G,1578,1162
nug15,S,1572,1192
nug15,G,1616,1222
nug15,S,1626,1256
nug15,G,1706,1228
nug15,S,1606,1218
nug15,G,1592,1202
nug15,S,1560,1212
nug15,G,1548,1250
nug15,S,1572,1208
nug15,G,1632,1218
nug15,S,1532,1220
nug15,G,1732,1256
nug15,S,1476,1192
nug15,G,1504,1152
nug15,S,1454,1188
nug15,G,1634,1204
nug15,S,1534,1200
nug15,G,1654,1162
nug15,S,1570,1174
nug15,G,1642,1184
nug15,S,1638,1244
nug15,G,1448,1214
nug15,S,1660,1156
nug15,G,1466,1184
nug15,S,1578,1166
nug15,G,1584,1232
nug15,S,1598,1224
nug15,G,1576,1220
nug15,S,1726,1150
nug15,G,1618,1286
nug15,S,1572,1160
nug15,G,1694,1206
nug15,S,1530,1274
nug15,G,1578,1198
nug15,S,1560,1170
nug15,G,1566,1184
nug15,S,1652,1222
nug15,G,1568,1196
nug15,S,1568,1174
nug15,G,1634,1150
nug15,S,1592,1160
nug15,G,1640,1176
nug15,S,1682,1222
nug15,G,1634,1212
nug15,S,1648,1174
nug15,G,1670,1178
nug15,S,1594,1226
nug15,G,1454,1184
nug15,S,1596,1196
nug15,G,1576,1206
nug15,S,1530,1166
nug15,G,1772,1170
nug15,S,1594,1244
nug15,G,1594,1216
nug15,S,1486,1222
nug15,G,1576,1190
nug15,S,1498,1166
nug15,G,1628,1226
nug15,S,1602,1228
nug15,G,1602,1188
nug15,S,1630,1214
nug15,G,1566,1176
nug15,S,1596,1196
nug15,G,1512,1174
nug15,S,1586,1166
nug15,G,1526,1212
nug15,S,1576,1238
nug15,G,1588,1192
nug15,S,1566,1152
nug15,G,1566,1162
nug15,S,1658,1218
nug15,G,1630,1208
nug15,S,1556,1168
nug15,G,1672,1168
nug15,S,1720,1248
nug15,G,1698,1272
nug15,S,1644,1218
nug15,G,1640,1160
nug15,S,1642,1238
nug15,G,1584,1182
nug15,S,1494,1188
nug15,G,1496,1196
nug15,S,1670,1166
nug15,G,1624,1160
nug15,S,1568,1204
nug15,G,1514,1204
nug15,S,1506,1210
nug15,G,1602,1204
nug15,S,1532,1214
nug15,G,1594,1202
nug15,S,1552,1230
nug15,G,1538,1244
nug15,S,1504,1156
nug15,G,1558,1242
nug15,S,1672,1186
nug15,G,1594,1170
nug15,S,1674,1176
nug15,G,1550,1216
nug15,S,1746,1232
nug15,G,1588,1260
nug15,S,1588,1186
nug15,G,1650,1216
nug15,S,1716,1222
nug15,G,1624,1192
nug15,S,1552,1210
nug15,G,1484,1178
nug15,S,1660,1180
nug15,G,1652,1220
nug15,S,1726,1202
nug15,G,1578,1160
nug15,S,1548,1204
nug15,G,1672,1242
nug15,S,1570,1184
nug15,G,1662,1244
nug15,S,1600,1254
nug15,G,1498,1184
nug15,S,1504,1206
nug15,G,1618,1254
nug15,S,1670,1188
nug15,G,1688,1184
nug15,S,1712,1186
nug15,G,1534,1202
nug15,S,1534,1212
nug15,G,1596,1202
nug15,S,1684,1182
nug15,G,1710,1246
nug15,S,1520,1160
nug15,G,1632,1184
nug15,S,1464,1208
nug15,G,1618,1266
nug15,S,1602,1166
nug15,G,1574,1222
nug15,S,1626,1192
nug15,G,1590,1262
nug15,S,1650,1224
nug15,G,1518,1176
nug15,S,1568,1160
nug15,G,1730,1150
nug15,S,1516,1234
nug15,G,1552,1160
nug15,S,1602,1192
nug15,G,1600,1222
nug15,S,1630,1186
nug15,G,1672,1156
nug15,S,1736,1212
nug15,G,1610,1162
nug15,S,1564,1222
nug15,G,1650,1218
nug15,S,1622,1256
nug15,G,1532,1174
nug15,S,1568,1186
nug15,G,1634,1216
nug15,S,1624,1160
nug15,G,1542,1180
nug15,S,1642,1240
nug15,G,1518,1266
nug15,S,1564,1230
nug15,G,1634,1256
nug15,S,1540,1196
nug15,G,1630,1176
nug15,S,1490,1196
nug15,G,1484,1178
nug15,S,1724,1212
nug15,G,1572,1164
nug15,S,1552,1160
nug15,G,1630,1216
nug15,S,1558,1242
nug15,G,1540,1192
nug15,S,1652,1186
nug15,G,1626,1208
nug15,S,1504,1160
nug15,G,1684,1176
nug15,S,1526,1296
nug15,G,1730,1188
nug15,S,1476,1236
nug15,G,1604,1252
nug15,S,1518,1198
nug15,G,1644,1202
nug15,S,1626,1218
nug15,G,1428,1182
nug15,S,1556,1260
nug15,G,1570,1186
nug15,S,1462,1174
nug15,G,1514,1166
nug15,S,1708,1212
nug15,G,1536,1178
nug15,S,1604,1218
nug15,G,1558,1180
nug15,S,1472,1244
nug15,G,1588,1234
nug15,S,1590,1234
nug15,G,1698,1248
nug15,S,1588,1166
nug15,G,1436,1186
nug15,S,1394,1200
nug15,G,1570,1224
nug15,S,1530,1208
nug15,G,1588,1216
nug15,S,1532,1212
nug15,G,1534,1210
nug15,S,1654,1166
nug15,G,1634,1186
nug15,S,1696,1196
nug15,G,1526,1208
nug15,S,1692,1210
nug15,G,1646,1268
nug15,S,1668,1210
nug15,G,1464,1230
nug15,S,1558,1206
nug15,G,1666,1240
nug15,S,1620,1232
nug15,G,1546,1180
nug15,S,1548,1238
nug15,G,1552,1172
nug15,S,1696,1230
nug15,G,1588,1152
nug15,S,1468,1184
nug15,G,1582,1196
nug15,S,1696,1150
nug15,G,1520,1242
nug15,S,1536,1166
nug15,G,1554,1198
nug15,S,1500,1198
nug15,G,1638,1188
nug15,S,1482,1178
nug15,G,1586,1160
nug15,S,1504,1200
nug15,G,1684,1216
nug15,S,1576,1170
nug15,G,1580,1190
nug15,S,1554,1170
nug15,G,1588,1182
nug15,S,1658,1206
nug15,G,1416,1200
nug15,S,1484,1168
nug15,G,1576,1186
nug15,S,1510,1182
nug15,G,1670,1200
nug15,S,1604,1240
nug15,G,1562,1162
nug15,S,1584,1186
nug15,G,1534,1258
nug15,S,1516,1198
nug15,G,1676,1208
nug15,S,1568,1190
nug15,G,1452,1160
nug15,S,1470,1196
nug15,G,1652,1200
nug15,S,1538,1188
nug15,G,1702,1172
nug15,S,1546,1170
nug15,G,1692,1232
nug15,S,1606,1202
nug15,G,1550,1162
nug15,S,1610,1200
nug15,G,1758,1240
nug15,S,1562,1252
nug15,G,1656,1208
nug15,S,1568,1198
nug15,G,1582,1230
nug15,S,1736,1170
nug15,G,1640,1188
nug15,S,1464,1222
nug15,G,1530,1194
nug15,S,1678,1254
nug15,G,1570,1212
nug15,S,1738,1198
nug15,G,1628,1156
nug15,S,1636,1190
nug15,G,1648,1226
nug15,S,1588,1180
nug15,G,1582,1218
nug15,S,1586,1190
nug15,G,1630,1186
nug15,S,1602,1218
nug15,G,1600,1234
nug15,S,1630,1220
nug15,G,1518,1174
nug15,S,1552,1200
nug15,G,1370,1170
nug15,S,1556,1174
nug15,G,1638,1196
nug15,S,1634,1210
nug15,G,1670,1214
nug15,S,1700,1206
nug15,G,1572,1150
nug15,S,1448,1210
nug15,G,1552,1248
nug15,S,1568,1226
nug15,G,1626,1252
nug15,S,1562,1254
nug15,G,1602,1188
nug15,S,1524,1202
nug15,G,1570,1284
nug15,S,1578,1208
nug15,G,1704,1220
nug15,S,1516,1226
nug15,G,1560,1192
nug15,S,1650,1222
nug15,G,1512,1216
nug15,S,1606,1238
nug15,G,1690,1262
nug15,S,1542,1198
nug15,G,1680,1188
nug15,S,1486,1200
nug15,G,1608,1218
nug15,S,1524,1200
nug15,G,1626,1240
nug15,S,1648,1166
nug15,G,1648,1176
nug15,S,1650,1182
nug15,G,1554,1270
nug15,S,1434,1196
nug15,G,1616,1210
nug15,S,1570,1202
nug15,G,1516,1160
nug15,S,1598,1192
nug15,G,1594,1194
nug15,S,1562,1220
nug15,G,1660,1210
nug15,S,1492,1210
nug15,G,1566,1198
nug15,S,1652,1266
nug15,G,1632,1208
nug15,S,1594,1216
nug15,G,1496,1222
nug15,S,1712,1226
nug15,G,1632,1190
nug15,S,1758,1210
nug15,G,1696,1164
nug15,S,1486,1216
nug15,G,1648,1212
nug15,S,1512,1190
nug15,G,1642,1250
nug15,S,1572,1186
nug15,G,1504,1216
nug15,S,1692,1266
nug15,G,1560,1266
nug15,S,1642,1168
nug15,G,1620,1208
nug15,S,1540,1244
tai64c,G,3854800,1955976
tai64c,S,3360256,1865994
tai64c,G,3160174,1855928
tai64c,S,2831390,1864686
tai64c,G,2617420,1857646
tai64c,S,3038678,1866152
tai64c,G,2993422,1866842
tai64c,S,2521942,1860702
tai64c,G,2696626,1860702
tai64c,S,2437172,1864686
tai64c,G,2817164,1855928
tai64c,S,2503436,1860348
tai64c,G,3039232,1864686
tai64c,S,2820122,1864686
tai64c,G,2712836,1913788
tai64c,S,2588782,1857646
tai64c,G,2934348,1863794
tai64c,S,3023908,1864686
tai64c,G,2875798,1864686
tai64c,S,3053304,1859480
tai64c,G,2385778,1858710
tai64c,S,2903588,1863794
tai64c,G,2901222,1857646
tai64c,S,2859628,1863678
tai64c,G,2648334,1864686
tai64c,S,2700954,1864444
tai64c,G,3279482,1913788
tai64c,S,3146458,1858710
tai64c,G,2786946,1855928
tai64c,S,2266876,1863794
tai64c,G,3356036,1863794
tai64c,S,2800922,1856396
tai64c,G,2481694,1864444
tai64c,S,2930640,1866152
tai64c,G,2627196,1864686
tai64c,S,2509502,1860348
tai64c,G,2964832,1860702
tai64c,S,2649706,1867264
tai64c,G,2678174,1856396
tai64c,S,2886670,1863678
tai64c,G,3296176,1864686
tai64c,S,3036748,1863678
tai64c,G,3428396,1864686
tai64c,S,3378444,1882540
tai64c,G,3963106,1857646
tai64c,S,3013730,1874786
tai64c,G,2940992,1857646
tai64c,S,3230538,1864238
tai64c,G,2655098,1863794
tai64c,S,2633818,1863678
tai64c,G,2936600,1863794
tai64c,S,3078446,1860942
tai64c,G,2932520,1860348
tai64c,S,3168342,1863794
tai64c,G,3291656,1864686
tai64c,S,3615728,1864686
tai64c,G,2846542,1857646
tai64c,S,2725020,1864686
tai64c,G,2688036,1865994
tai64c,S,2282808,1858710
tai64c,G,2373964,1858710
tai64c,S,2570194,1861832
tai64c,G,2552686,1857646
tai64c,S,3687672,1865994
tai64c,G,2524218,1857646
tai64c,S,3363242,1867264
tai64c,G,2334822,1860942
tai64c,S,3324696,1864686
tai64c,G,2371076,1863794
tai64c,S,2963316,1874830
tai64c,G,3042332,1857646
tai64c,S,2792082,1857646
tai64c,G,2899520,1859480
tai64c,S,2767756,1860942
tai64c,G,2945806,1857646
tai64c,S,2944744,1858710
tai64c,G,2945792,1863678
tai64c,S,3224376,1863678
tai64c,G,2654500,1865994
tai64c,S,2695286,1867264
tai64c,G,2919914,1866152
tai64c,S,3115282,1860942
tai64c,G,3191082,1863678
tai64c,S,2812752,1859480
tai64c,G,2560872,1860348
tai64c,S,2915906,1855928
tai64c,G,2523186,1864686
tai64c,S,2741878,1860942
tai64c,G,2775226,1864686
tai64c,S,3013946,1866842
tai64c,G,2966446,1860702
tai64c,S,2486170,1860348
tai64c,G,3116944,1867264
tai64c,S,3262886,1864686
tai64c,G,2779034,1863678
tai64c,S,3632466,1863678
tai64c,G,3442214,1866842
tai64c,S,3063816,1857646
tai64c,G,3100950,1864686
tai64c,S,2807126,1866152
tai64c,G,3428056,1855928
tai64c,S,2415870,1855928
tai64c,G,2440096,1855928
tai64c,S,2993718,1865494
tai64c,G,2940830,1863678
tai64c,S,3023306,1857646
tai64c,G,3122374,1866152
tai64c,S,2673408,1866152
tai64c,G,2841456,1863794
tai64c,S,2758164,1890074
tai64c,G,3039332,1865994
tai64c,S,2714190,1863794
tai64c,G,2782818,1857646
tai64c,S,3406422,1856396
tai64c,G,3355570,1863678
tai64c,S,2831024,1887068
tai64c,G,3378098,1860348
tai64c,S,3334684,1859480
tai64c,G,2604720,1857646
tai64c,S,2869148,1857646
tai64c,G,3290434,1859480
tai64c,S,2466148,1865494
tai64c,G,3489440,1864686
tai64c,S,3315766,1867264
tai64c,G,2798806,1863678
tai64c,S,3390112,1890074
tai64c,G,3867040,1866552
tai64c,S,3284882,1863794
tai64c,G,2371108,1913788
tai64c,S,2667322,1860942
tai64c,G,3459688,1860942
tai64c,S,2777232,1864686
tai64c,G,2824726,1866152
tai64c,S,2679176,1859480
tai64c,G,2654432,1867264
tai64c,S,2996480,1859480
tai64c,G,3152334,1863678
tai64c,S,2956324,1857646
tai64c,G,3116636,1856396
tai64c,S,2838844,1866152
tai64c,G,3054762,1859480
tai64c,S,2957666,1855928
tai64c,G,2885428,1947284
tai64c,S,2823024,1863678
tai64c,G,3145002,1863794
tai64c,S,3015562,1857646
tai64c,G,2492852,1867264
tai64c,S,2555410,1867264
tai64c,G,2768450,1866152
tai64c,S,3919144,1863678
tai64c,G,3028776,1863794
tai64c,S,2681760,1863794
tai64c,G,3415230,1857646
tai64c,S,2658854,1875660
tai64c,G,2465550,1855928
tai64c,S,2790370,1859480
tai64c,G,3145784,1857646
tai64c,S,2768890,1863794
tai64c,G,2796122,1865494
tai64c,S,3678556,1864686
tai64c,G,2905522,1857646
tai64c,S,2969952,1867264
tai64c,G,3204858,1860348
tai64c,S,3298662,1863678
tai64c,G,3081404,1866152
tai64c,S,3447438,1864238
tai64c,G,2807200,1924742
tai64c,S,2925360,1863794
tai64c,G,2526496,1866842
tai64c,S,3193584,1863678
tai64c,G,2624042,1864686
tai64c,S,2402704,1857646
tai64c,G,2832476,1864686
tai64c,S,2797880,1863678
tai64c,G,2200106,1855928
tai64c,S,2614694,1860942
tai64c,G,4338754,1860348
tai64c,S,2782666,1867264
tai64c,G,2631768,1860942
tai64c,S,3184430,1863678
tai64c,G,2562850,1859480
tai64c,S,2637960,1875660
tai64c,G,2295850,1901636
tai64c,S,2902380,1866152
tai64c,G,2790358,1913788
tai64c,S,2767770,1864686
tai64c,G,2851070,1864444
tai64c,S,2979382,1861832
tai64c,G,2868212,1857646
tai64c,S,3245658,1863794
tai64c,G,2875876,1860942
tai64c,S,3012390,1864686
tai64c,G,3328290,1864686
tai64c,S,3545412,1875660
tai64c,G,2897208,1875764
tai64c,S,2923874,1857646
tai64c,G,2931716,1863794
tai64c,S,2220900,1857646
tai64c,G,2919952,1863678
tai64c,S,3501062,1866842
tai64c,G,3774196,1863678
tai64c,S,3688070,1863678
tai64c,G,2470354,1864686
tai64c,S,3539334,1863678
tai64c,G,2922852,1891310
tai64c,S,2684606,1874786
tai64c,G,3084648,1913788
tai64c,S,2685714,1857646
tai64c,G,2585726,1866152
tai64c,S,2690482,1867264
tai64c,G,3152934,1866842
tai64c,S,3513206,1863678
tai64c,G,2906668,1861832
tai64c,S,2721456,1865994
tai64c,G,2958250,1858710
tai64c,S,2636568,1864686
tai64c,G,2688198,1866152
tai64c,S,3290572,1863678
tai64c,G,2548594,1861832
tai64c,S,2965946,1860348
tai64c,G,2910590,1857646
tai64c,S,2741414,1863678
tai64c,G,2691582,1875660
tai64c,S,2652314,1857646
tai64c,G,2865690,1860942
tai64c,S,2667226,1855928
tai64c,G,2897100,1864686
tai64c,S,2757004,1855928
tai64c,G,3010408,1863678
tai64c,S,3835492,1857646
tai64c,G,3081362,1860348
tai64c,S,2648430,1882540
